lankomumas_proc,savarankisko_mokymosi_val,streso_lygis,darbo_valandos,miego_valandos,socialiniu_tinklu_val,dvyliktos_klases_vidurkis,brandos_egzaminas_1,brandos_egzaminas_2,brandos_egzaminas_3,finansinis_stresas,studiju_vidurkis,ketinu_mesti_studijas,rizika
80.0,5.0,2,0.0,6.0,4.0,8.0,0.0,73.0,55.0,3,0.0,1,0.0
0.8,16.0,5,20.0,6.0,4.0,6.5,84.0,35.0,0.0,1,9.0,1,0.0
100.0,5.0,4,28.0,8.0,4.0,8.0,36.0,56.0,76.0,3,8.0,2,0.0
71.0,20.0,4,40.0,6.0,23.0,7.0,55.0,82.0,76.0,3,5.1,1,0.0
100.0,10.0,3,0.0,8.0,4.0,6.0,45.0,92.0,78.0,4,7.0,1,0.0
71.0,10.0,3,0.0,8.0,10.0,9.0,54.0,78.0,74.0,3,8.0,1,0.0
100.0,24.0,3,0.0,9.0,2.0,8.0,0.0,56.0,0.0,4,7.0,1,0.0
0.82,2.0,4,24.0,6.0,23.0,7.0,0.0,65.0,80.0,5,7.0,1,0.0
0.95,2.0,1,0.0,7.0,2.0,7.0,55.0,54.0,38.0,3,8.0,1,0.0
80.0,22.0,2,36.0,8.0,7.0,7.0,78.0,90.0,90.0,3,9.5,1,0.0
100.0,23.0,3,0.0,8.0,2.0,8.0,83.0,45.0,84.0,4,9.3,1,0.0
78.0,5.0,1,0.0,6.0,5.0,7.0,100.0,74.0,80.0,3,8.0,1,0.0
100.0,,3,8.0,9.0,45.0,9.0,75.0,60.0,69.0,3,0.0,1,0.0
85.0,56.0,4,32.0,4.0,4.0,6.2,45.0,80.0,30.0,5,8.5,1,0.0
100.0,17.0,4,0.0,8.0,2.0,7.0,55.0,69.0,67.0,4,0.0,1,0.0
80.0,34.0,3,0.0,9.0,5.0,6.2,70.0,48.0,79.0,3,8.0,1,0.0
100.0,10.0,2,0.0,6.0,5.0,8.0,65.0,24.0,83.0,4,0.0,1,0.0
90.0,10.0,2,0.0,8.0,5.0,6.0,60.0,78.0,80.0,3,0.0,2,0.0
100.0,60.0,2,45.0,8.0,2.0,8.0,74.0,82.0,48.0,4,8.0,1,0.0
100.0,28.0,3,0.0,8.0,45.0,8.0,87.0,60.0,55.0,3,0.0,1,0.0
70.0,2.0,3,0.0,5.0,6.0,8.4,67.0,35.0,79.0,4,8.0,5,1.0
100.0,18.0,4,20.0,8.0,4.0,8.3,28.0,8.0,72.0,5,8.0,1,0.0
80.0,27.0,3,0.0,5.0,4.0,8.0,8.0,48.0,25.0,3,6.4,1,0.0
100.0,5.0,1,0.0,7.0,4.0,9.0,38.0,57.0,56.0,3,0.0,1,0.0
100.0,21.0,4,0.0,8.0,3.0,8.0,52.0,24.0,78.0,3,8.0,1,0.0
100.0,36.0,2,0.0,7.0,4.0,8.0,62.0,65.0,0.0,3,8.0,1,0.0
100.0,5.0,4,0.0,4.0,4.0,8.5,86.0,0.0,72.0,4,9.4,2,0.0
80.0,25.0,2,12.0,8.0,4.0,9.0,26.0,74.0,54.0,3,0.0,5,1.0
95.0,36.0,2,0.0,9.0,5.0,9.0,79.0,45.0,80.0,3,8.4,1,0.0
75.0,31.0,2,0.0,9.0,23.0,8.0,81.0,61.0,54.0,3,8.0,1,0.0
0.99,0.0,1,0.0,8.0,4.0,7.0,62.0,78.0,76.0,2,8.0,1,0.0
100.0,15.0,2,20.0,6.0,2.0,8.0,20.0,74.0,85.0,1,7.0,1,0.0
100.0,28.0,2,12.0,9.0,4.0,8.0,56.0,30.0,0.0,1,10.0,1,0.0
100.0,33.0,5,0.0,6.0,4.0,8.0,8.0,45.0,60.0,2,8.0,4,1.0
100.0,20.0,5,0.0,8.0,5.0,6.6,72.0,65.0,82.0,3,6.4,1,0.0
70.0,0.0,1,0.0,7.0,10.0,8.0,18.0,67.0,78.0,3,8.0,1,0.0
90.0,25.0,4,15.0,7.0,12.0,7.0,50.0,48.0,92.0,4,0.0,2,0.0
80.0,0.0,2,0.0,7.0,4.0,7.0,75.0,30.0,100.0,3,8.0,1,0.0
100.0,10.0,4,38.0,8.0,2.0,9.0,0.0,68.0,71.0,2,8.0,1,0.0
95.0,18.0,2,20.0,5.0,1.0,8.0,58.0,100.0,87.0,4,8.0,2,0.0
100.0,37.0,3,15.0,8.0,4.0,9.0,82.0,75.0,82.0,2,9.6,1,0.0
75.0,0.0,3,0.0,7.0,26.0,8.0,65.0,58.0,71.0,4,7.0,1,0.0
100.0,17.0,3,32.0,5.0,6.0,6.0,74.0,60.0,72.0,5,9.0,1,0.0
90.0,26.0,2,26.0,9.0,4.0,8.7,62.0,45.0,72.0,3,8.0,1,0.0
91.0,22.0,3,0.0,8.0,3.0,10.0,48.0,69.0,62.0,3,7.0,4,1.0
82.0,15.0,1,0.0,7.0,510.0,7.5,18.0,67.0,57.0,3,8.0,1,0.0
75.0,1.0,3,0.0,9.0,2.0,7.0,24.0,96.0,97.0,4,0.0,2,0.0
85.0,23.0,3,0.0,5.0,45.0,7.0,0.0,86.0,100.0,4,8.0,1,0.0
70.0,28.0,5,0.0,9.0,4.0,7.6,56.0,85.0,80.0,3,0.0,2,0.0
80.0,3.0,3,8.0,7.0,10.0,8.7,45.0,54.0,80.0,4,8.0,1,0.0
80.0,4.0,3,22.0,8.0,5.0,9.0,38.0,80.0,100.0,3,8.0,2,0.0
100.0,10.0,4,0.0,6.0,3.0,7.1,0.0,86.0,0.0,1,8.0,1,0.0
100.0,10.0,2,0.0,6.0,3.0,8.0,87.0,67.0,80.0,3,0.0,2,0.0
100.0,10.0,1,38.0,8.0,4.0,7.0,52.0,0.0,60.0,2,8.0,1,0.0
100.0,10.0,5,0.0,8.0,2.0,7.0,46.0,22.0,100.0,3,0.0,1,0.0
90.0,18.0,4,8.0,6.0,6.0,8.0,84.0,65.0,100.0,5,7.0,1,0.0
90.0,17.0,3,10.0,9.0,2.0,8.0,0.0,50.0,100.0,2,8.0,1,0.0
70.0,8.0,4,20.0,8.0,4.0,8.0,17.0,74.0,92.0,4,8.0,1,0.0
99.0,3.0,2,0.0,8.0,4.0,7.0,30.0,9.0,67.0,5,9.0,3,0.0
75.0,4.0,2,0.0,9.0,4.0,8.7,49.0,86.0,76.0,3,8.0,2,0.0
33.10890415965768,7.605714451279329,5,29.96646210492592,5.468055921327309,4.935967122017216,5.1452090304204985,50.31616510212273,46.039025411012304,51.86326600082205,3,6.924774630404986,5,1.0
62.87636415974448,6.872532314235851,4,14.811792399306976,4.654278111622279,7.295687454742988,6.6652255327450645,38.940677429919134,26.01548385485261,53.018673332612735,4,6.505117796571666,4,1.0
91.69684297331298,0.5239805218493487,5,42.21001672512571,4.718621675616144,3.436953522472607,5.984448877720628,34.31754134513145,42.84658433563622,51.9566596997183,5,5.641552772347343,4,1.0
54.615402971646006,4.396357814757804,3,16.932239151979317,6.33340848791541,6.836847818532912,5.121305002266115,25.716355687289337,29.058274902428057,48.23262572169917,5,6.125256052718882,5,1.0
79.59580877014376,7.078669648421841,4,25.16151729299636,4.62615387126336,7.686186787441987,5.10716362088066,35.43035212004315,56.94528014773192,40.475176351705045,4,4.712269886986751,4,1.0
77.269769437873,4.872415472182283,5,42.02935611785403,5.415210276518162,4.198418406640215,6.613904636270731,34.51098625158582,49.71108539455532,31.099222179858884,4,4.5600283853634025,4,1.0
20.612159482590343,7.132586137442067,3,22.474409436473948,7.376102781966288,5.946823584869373,7.161775966725646,35.66294212748559,44.1880467222533,36.07273976734953,3,4.854742887120743,4,1.0
67.52411139639787,3.9764946556945153,5,27.83206876555528,5.366553519949974,5.834423297498361,6.367414700607579,27.364834259536806,51.94140638649025,60.3303545430638,5,5.746950874770665,4,1.0
84.89203291076043,1.140415522246681,4,42.926598194455536,4.754630195382248,4.986296920618598,6.020493000832992,47.016289819389975,51.61878408031095,33.95042069083994,4,5.379412043741406,4,1.0
43.650599542624335,0.3576974576235683,4,31.10049317549577,5.852638996220868,9.69602683990003,5.39417542193441,33.57905368479668,45.649778676531,41.95081060907783,3,5.045456402958027,5,1.0
80.5777585177448,2.2089438525589387,4,22.368435386992203,4.196568930673799,6.100656549384294,5.134725548996109,53.622892023148346,59.31502809752757,43.45074426220508,5,6.411892370673125,5,1.0
91.93324814420268,2.805827701325171,4,42.04349827383923,5.171702768269674,3.142998977092303,7.0686406919483655,29.258976955271205,41.743267146855054,35.650326028057485,3,5.149943375857648,4,1.0
34.706403849927085,2.905915975720685,3,27.957068204186903,5.025816356026308,9.813617240316916,7.003453140041152,46.50591960130291,48.50195056446384,21.334565397121544,4,5.511985097491587,4,1.0
62.32770716679645,9.7732473599183,5,14.850454029961282,5.062247659614506,4.427721177323994,7.1565759426290985,21.43850537113057,28.792170688275213,54.52220204429136,3,6.439291346609835,4,1.0
94.68383701085152,1.6670613300732668,5,38.92780834429049,4.708892929282047,4.253463812728242,5.619623883778153,36.05139638011748,55.70554975239807,37.62463075253336,4,4.725237775609428,5,1.0
23.057237501576125,1.843816796413824,4,22.769567464002176,6.6978676722845165,7.270382222703103,7.017748607075942,52.13542875492591,43.2731763495287,39.11092676247283,3,6.746322125448044,4,1.0
69.12763957556734,5.609647327146703,5,11.51244133190274,5.143523164655441,4.448170028869793,5.772011146971062,33.12066582768272,53.5549836050855,63.597561216829085,5,5.451704567882936,4,1.0
93.4807023114885,0.7893529026739599,5,36.68313881722917,5.147147367875255,2.127759067451651,5.6407013945250135,39.73931441854097,32.69381731365366,49.187935981217066,5,5.527436025903255,4,1.0
30.53056655163165,1.495566530735024,4,31.643739257207727,6.70091240290764,6.389523753392588,5.948537288811492,20.370353755752504,30.962796034779924,25.55270168060468,5,6.6861039014317285,4,1.0
80.61173689783205,3.450797859977598,5,19.991026146932786,5.929852866445357,3.017727734048654,7.309110866595963,42.030536963209045,35.65041442497731,35.34162869299854,3,5.717504439641406,5,1.0
75.67509420846417,2.4455375398279235,5,43.22803999619549,5.262830747461529,2.163772949064536,6.357000722325523,27.98634829661563,33.40967152971407,62.90558871789332,5,4.544642883728537,5,1.0
39.387935787520526,3.169983149642934,3,28.14181402732132,5.459115745435671,7.000060965964924,5.640216949290369,39.00826052543288,44.18931418314651,30.16049212354921,3,5.629674063092927,5,1.0
69.47746313584425,6.536785337436912,5,18.99717797710905,4.914039650789437,4.5582549893769775,5.783343402993926,30.32008113505532,43.57703614324692,37.82999097197385,5,5.870229992374727,5,1.0
79.37290100294412,0.1570135975129027,4,38.45289311110413,4.6067527617568205,1.6518008900283534,6.748284383069416,47.002879108386765,43.009335666989344,30.61130996529034,4,5.764287915905147,4,1.0
25.400065234594653,1.0695964856005276,4,31.977721886140788,5.583350172001603,5.507262300921961,6.896040978839016,39.51665063468235,43.01810212630176,41.050993804449504,3,6.572738605694363,4,1.0
73.64628574837447,8.870852884730873,5,16.631836420268684,4.119995859121236,4.931388905213545,5.532874646710889,52.6377327528476,50.29864045995517,22.110288800077083,5,5.979673748227155,4,1.0
80.18742939896887,0.2168052558095012,4,37.25024335622243,5.2215535649943,2.185551833182908,7.018130483527973,23.31932072206769,49.503513082844925,61.98032103802648,5,6.499897461021453,5,1.0
30.36872065853517,6.4725417253866135,4,34.735231410772315,6.684046927311718,5.521533725320799,5.262442709212773,22.04612552189079,48.56523332694455,51.40233456507696,5,6.469685146244276,4,1.0
83.18701346547397,8.979410355273725,5,28.10340347447594,4.633665142381479,3.7400405046489182,7.1488352556080175,35.179533836290375,42.27322790359056,40.36536637612655,4,5.155711668213067,5,1.0
78.71150549637079,1.93299651521035,5,38.97394898079765,5.833115931798983,4.153242802553797,6.806510710949594,54.84930823025627,54.58802499056844,30.517696559995656,4,6.291640018147298,4,1.0
23.73583707893588,5.474741066229499,4,24.229676918749128,6.237843931179305,7.527084856151084,6.79018447072999,26.066691357104,27.33598027145948,42.53054927046203,4,6.866689804712273,4,1.0
76.06724789465198,6.308967447751575,5,22.205144542259927,4.985977967222383,4.072309988957176,5.609950048218953,40.02330840924391,52.04200323037708,33.97825783541656,4,5.99200011959813,4,1.0
79.04404586860483,3.9227380205528046,5,41.541704021628696,4.497720952169667,4.24145486498591,6.783586973143157,43.14649446823785,49.86719399603483,25.08053938265528,5,5.691069543414876,4,1.0
39.91290770417359,0.5277138207155394,5,38.24145442935172,7.03907612412839,7.265654898549004,5.469623355395009,41.639221176475495,38.09447189348838,62.01119757223653,5,6.179477943447619,5,1.0
67.77074499390888,8.5518977657508,5,13.874270373470852,4.220626650105201,7.811550437231104,7.162618129345338,49.834419086822805,27.78288612357208,54.2332499627897,5,4.913378068301625,5,1.0
93.38218063598364,3.2109779996192773,5,37.7862913620547,4.174639095979201,4.152008232145967,5.815377342586222,38.93737375165887,33.40823115538021,44.54403165091572,4,6.287979718199392,5,1.0
21.68634296250832,5.447704110941743,5,35.00271479144706,7.895891750468781,6.664118945315736,7.078087191402121,28.629867220702447,26.75972573384734,41.93443022370892,5,6.802446976259955,5,1.0
72.51670315850953,5.744539407584921,5,12.983563309042164,5.6405558716388295,4.60682015804819,6.947934992768533,48.52781077577279,25.51807970484809,30.241087776468333,5,6.552782238749518,5,1.0
85.4383143300051,3.4970318350733205,4,48.489637493779846,5.81614416662663,3.740600816637629,5.529133359982693,31.10431259441632,34.355479173703415,25.42278434120777,5,4.701099223429485,4,1.0
32.43966912318328,2.726791013514413,5,37.845479641125664,7.512394185129183,4.356928394349436,5.620525562802513,37.81918055433621,28.13404773664491,55.33178992452197,4,5.606738467839039,5,1.0
66.88064174503344,7.113846087402157,5,25.56084614630832,4.956227059001,7.795669427444035,7.493585516773711,49.13796467623072,32.1345768194678,26.0322500664859,5,5.982467644009352,5,1.0
80.1408485421028,3.4189379153553623,5,50.542608689328,5.654733256670917,2.426736574939381,5.966840166870044,46.01932064549261,34.88891802835226,33.233446634665874,4,4.617811128504938,4,1.0
21.61143477710199,2.9619385289247937,3,30.712000126114624,7.97033018008075,4.783528295549839,5.433972908366623,29.04099201808879,39.64396383389163,25.89585019728019,4,5.738265236888854,5,1.0
75.5093453638314,6.071624549163256,4,23.07597424785192,4.547013068704533,5.615630391750171,5.933124355248192,32.92475077506328,50.71427604933264,49.18874940403847,5,5.067870358762253,4,1.0
79.0521390725778,1.0354655203048655,3,50.09185623051046,4.454853531472244,3.6563278561377137,6.473044562001023,34.75765272765084,54.96083566309824,41.90387141580892,4,6.606047205634644,5,1.0
42.96924648315348,7.63921101530582,5,17.445804432884678,5.722234747343543,9.211851921482742,6.368632336131284,45.170365427506525,57.398928817172816,47.76673777001959,5,5.3347546032031605,4,1.0
76.18877623382559,6.057197505704641,5,27.92570408019776,5.399982381334976,6.571485509355675,6.793345955228502,27.798681176400137,31.130408316340805,40.55786697521364,5,4.524714717601121,4,1.0
84.99388640937669,1.279685671558351,4,36.93843418878328,5.128370229123849,1.063960293842217,5.381488072209796,36.80867056966649,28.495546592038192,38.76337515473725,5,5.376798775762595,4,1.0
25.35689695681514,1.2614852880752585,5,37.612443270132346,5.558234788001123,5.60625708647897,5.835127893720948,42.56071548263836,33.79925342652672,48.584287432457714,4,6.047028057107385,4,1.0
65.02508990294935,4.632163731937456,4,11.866673369615356,4.666157624995367,6.626113703059773,6.630906859800467,37.66975332979045,58.15657399616548,48.23307102737392,5,4.690303110705771,4,1.0
92.71760998875251,3.942907834018623,4,44.57739293694379,4.000708119463099,4.425468184295411,5.883304233341619,37.03621659970153,40.44455871987012,62.23612452196415,5,6.600872910990384,4,1.0
41.22240182217664,5.260092548942525,4,39.050087128771054,6.607756721993881,7.95780814531982,7.498441322058179,46.28443744262669,43.84827712843135,53.54774540745248,4,5.540876226231457,5,1.0
77.98464465609896,6.857769404975916,5,18.4686595780107,4.901532221180528,4.962359849948458,6.279767870328223,23.94631856481759,59.10039545013323,42.26657466511506,5,5.267414733072372,5,1.0
79.57606975113802,0.9534400931209148,5,49.37851791178813,5.065966766868284,4.477848400016457,6.810594190998369,36.87304468987076,51.46270188760555,63.86329975460789,4,6.896228381613943,4,1.0
27.51404111558893,7.2760189707333085,5,37.597011868377685,7.120637809923284,4.708457208045306,5.231002037689136,39.66908994094378,44.99941878151616,21.75306340585897,4,5.227045459997783,5,1.0
80.92360310661309,9.761886815522638,5,15.691620180572633,5.542433176019508,4.494718161178888,7.440837687238211,52.520319128420766,32.163592300862355,35.53145827497288,4,5.247150267294925,4,1.0
89.64534496137703,2.835945077254424,4,50.61165850955344,4.995748555749237,1.4756407464370689,5.971398806957176,33.81249766887698,36.813395238164674,23.714784003864885,4,5.522228497022812,5,1.0
43.52974955207771,3.9046271939246697,5,15.786159690657454,7.424149890094543,7.393704517663183,5.74405624675986,21.634350217743364,59.67195898147786,20.307157986964484,5,6.366917752485749,4,1.0
73.58512354477413,4.226955080750369,5,26.895522646398074,4.009437712381946,3.607845603915571,6.676872711816946,48.90484642867666,29.78473063897336,45.87919982422625,5,5.023005305292974,4,1.0
85.32797255404893,2.853337934340699,3,38.43043312450206,5.3705539633946255,4.335587450544306,5.767415549180594,51.2764577889189,50.25403516189066,28.547252939215856,4,5.380329885066535,4,1.0
40.91885547276221,5.407895234978272,3,33.268506697725854,6.736218173182907,8.854106017724146,5.418121260372288,30.9250739001915,37.52760438889965,42.12862845820428,4,6.736024718967062,4,1.0
70.80278014002256,3.393722105590645,4,26.552644952412827,5.17434252025145,5.29676872822356,7.05671189504465,48.75418388037977,35.74920880239987,29.04024690896759,4,6.869723330880922,5,1.0
77.95841248696169,1.1414917849998325,5,40.96949151080166,4.371413484201233,4.088549229297728,6.013598807071434,54.85665883011411,42.003891987370125,49.31390530485578,5,4.558557675348519,4,1.0
22.930897336373377,2.668050339832008,5,17.642170882977112,6.6069201320652615,4.382137418501536,5.7420864466750885,20.07858328870409,40.78905682932348,59.76288228479418,4,5.122194297041489,4,1.0
60.21411994370948,9.63445338465388,5,22.20437543454232,5.704119634950608,6.69405105698468,7.436078973357565,50.01116561215345,54.93936733378773,58.67865886775353,4,5.030079461378003,5,1.0
78.2540991889027,3.77390438825675,4,39.505288287375166,4.682523569246319,1.6099649076843168,5.862978039197222,21.458620970817847,33.67791309382173,46.9897763400648,5,6.255159833562309,5,1.0
28.176389759426208,0.2751009768259456,4,18.22785716449348,7.058724373330779,8.102049645787115,7.1829899220412,24.44377160379432,45.63840077043466,22.364850131471705,4,5.639339697508648,5,1.0
75.28651279125,5.9314112364184,5,13.891384964120013,5.549907328018152,6.53946720590406,5.912700034424715,54.02341075107874,28.253893181780747,38.61966148182924,3,5.248187654288397,5,1.0
77.32117724610168,3.292276908730767,4,47.25565163110683,5.358981105040834,3.72985251689036,7.387524989969011,42.30280287870978,42.95302627112774,23.877934798121643,4,5.22610913266719,4,1.0
41.425956146616656,1.3525580347650914,4,34.23156181307807,5.885975913208629,4.8949777428369385,5.056195811360404,34.70785722925952,33.35387494362561,35.194528634995656,5,5.094316134750057,4,1.0
69.37642822183213,7.122436959381154,5,11.51354409404123,5.553859317436241,7.163728812809296,5.13701435070602,48.61870837613439,55.98730103254684,52.50559298632605,3,6.952998194301879,4,1.0
92.03970985460175,0.3695179942112997,5,43.72987095157217,4.255355468467024,3.3034314976997323,7.101177299323931,35.229219290429626,49.356869613297135,50.80871436173578,5,6.449235657057873,5,1.0
25.30711885113013,6.949962245930501,5,27.21032944126609,7.296478815587138,6.170934574871806,5.333011750232162,38.259292659920185,50.2371494712351,29.44053034843684,4,5.351490929611505,5,1.0
64.90230774349848,7.622195206371336,5,21.536014974516068,5.455743424514691,3.952702016242815,6.432795477289259,41.49673931790889,44.03958044850956,55.66857484564934,4,5.505412273915261,4,1.0
82.50337266577557,1.7435370382301314,5,35.5827564624626,4.004983013716474,4.13565038502967,5.104401616174104,36.729788286366585,37.66032913131609,64.67834873549641,4,6.763495288989923,4,1.0
35.79938942685117,2.394664885950452,3,37.13258501900651,5.559330768653368,9.5894002738686,5.113505525192518,46.589690556943935,28.07326088822372,26.33367436707273,5,6.916153920093601,5,1.0
83.56628926733447,6.6331031439582935,4,28.179008421272464,5.282851129567384,7.688740248597279,5.327120697812853,40.0171522830253,56.07423336148336,64.29877376552923,4,6.122313246890827,5,1.0
91.95687505124236,2.489156048963679,4,50.045432145924735,5.261662976619737,1.2277006616227593,5.1069222069249545,34.69952686998901,59.54715256950982,24.064266583504573,3,5.84933949402124,5,1.0
43.72844418730016,4.1036704180765,4,26.92856162606916,6.380779442198706,9.70518919643604,7.461438997695103,49.90478910624312,45.68816207772251,29.143836776205177,4,4.666038115756737,5,1.0
62.78327070013111,3.6861405963426472,4,13.03889114442286,5.660356276595268,5.039597074522401,6.389476499581836,46.09333797773184,33.69749144521585,63.58967296773557,5,5.724622125483606,4,1.0
80.0,10.0,2,20.0,7.0,2.0,8.5,75.0,80.0,70.0,2,7.5,5,
60.0,1.0,3,40.0,7.0,6.0,6.0,50.0,60.0,50.0,2,6.0,4,
